TicketID,OpeningVersion,FixedVersion,InjectedVersion
SYNCOPE-801,2.0.0-M3,2.0.0-M3,2.0.0-M2
SYNCOPE-800,2.0.0-M3,2.0.0-M3,1.2.7
SYNCOPE-799,2.0.0-M3,2.0.0-M3,2.0.0-M2
SYNCOPE-798,2.0.0-M3,2.0.0-M3,2.0.0-M2
SYNCOPE-793,2.0.0-M3,2.0.0-M3,2.0.0-M2
SYNCOPE-792,2.0.0-M3,2.0.0-M3,2.0.0-M2
SYNCOPE-783,2.0.0-M3,2.0.0-M3,2.0.0-M2
SYNCOPE-781,2.0.0-M2,2.0.0-M3,2.0.0-M2
SYNCOPE-780,2.0.0-M2,2.0.0-M3,2.0.0-M2
SYNCOPE-737,2.0.0-M1,2.0.0-M3,2.0.0-M1
SYNCOPE-876,2.0.0-M4,2.0.0-M4,2.0.0-M4,stimato
SYNCOPE-875,2.0.0-M4,2.0.0-M4,2.0.0-M3
SYNCOPE-869,2.0.0-M4,2.0.0-M4,2.0.0-M3
SYNCOPE-868,2.0.0-M4,2.0.0-M4,2.0.0-M3
SYNCOPE-867,2.0.0-M4,2.0.0-M4,2.0.0-M3
SYNCOPE-865,2.0.0-M3,2.0.0-M4,2.0.0-M3
SYNCOPE-863,2.0.0-M3,2.0.0-M4,2.0.0-M2
SYNCOPE-845,2.0.0-M3,2.0.0-M4,2.0.0-M2,stimato
SYNCOPE-928,2.0.0.M5,2.0.0.M5,1.1.8
SYNCOPE-927,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-923,2.0.0.M5,2.0.0.M5,2.0.0.M5,stimato
SYNCOPE-921,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-918,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-916,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-915,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-912,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-911,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-908,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-907,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-905,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-901,2.0.0.M5,2.0.0.M5,2.0.0-M2
SYNCOPE-900,2.0.0.M5,2.0.0.M5,2.0.0.M5,stimato
SYNCOPE-899,2.0.0.M5,2.0.0.M5,2.0.0.M5,stimato
SYNCOPE-898,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-893,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-892,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-891,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-888,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-887,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-886,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-884,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-883,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-881,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-879,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-878,2.0.0.M5,2.0.0.M5,2.0.0-M4
SYNCOPE-872,2.0.0-M4,2.0.0.M5,2.0.0-M3,stimato
SYNCOPE-936,2.0.0,2.0.0,2.0.0,stimato
SYNCOPE-935,2.0.0,2.0.0,2.0.0.M5
SYNCOPE-934,2.0.0,2.0.0,2.0.0.M5
SYNCOPE-933,2.0.0,2.0.0,2.0.0.M5
SYNCOPE-931,2.0.0,2.0.0,2.0.0.M5
SYNCOPE-930,2.0.0,2.0.0,2.0.0-M4
SYNCOPE-929,2.0.0,2.0.0,2.0.0,stimato
SYNCOPE-738,2.0.0-M1,2.0.0,2.0.0-M1
SYNCOPE-973,1.2.10,1.2.9,1.2.9
SYNCOPE-953,1.2.9,1.2.9,2.0.0
SYNCOPE-950,1.2.9,1.2.9,1.2.9
SYNCOPE-947,1.2.9,1.2.9,2.0.0
SYNCOPE-946,1.2.9,1.2.9,2.0.0
SYNCOPE-944,1.2.9,1.2.9,2.0.0
SYNCOPE-942,1.2.9,1.2.9,2.0.0
SYNCOPE-940,1.2.9,1.2.9,2.0.0
SYNCOPE-937,1.2.9,1.2.9,2.0.0.M5
SYNCOPE-1000,1.2.10,1.2.10,2.0.1
SYNCOPE-997,1.2.10,1.2.10,2.0.1
SYNCOPE-994,1.2.10,1.2.10,2.0.1
SYNCOPE-993,1.2.10,1.2.10,2.0.1
SYNCOPE-992,1.2.10,1.2.10,2.0.1
SYNCOPE-990,1.2.10,1.2.10,2.0.1
SYNCOPE-987,1.2.10,1.2.10,2.0.1
SYNCOPE-982,1.2.10,1.2.10,2.0.1
SYNCOPE-981,1.2.10,1.2.10,2.0.1
SYNCOPE-980,1.2.10,1.2.10,2.0.1
SYNCOPE-979,1.2.10,1.2.10,2.0.1
SYNCOPE-977,1.2.10,1.2.10,2.0.1
SYNCOPE-976,1.2.10,1.2.10,1.2.9
SYNCOPE-975,1.2.10,1.2.10,1.2.10
SYNCOPE-974,1.2.10,1.2.10,2.0.1
SYNCOPE-970,1.2.10,1.2.10,2.0.1
SYNCOPE-966,1.2.10,1.2.10,2.0.1
SYNCOPE-965,1.2.10,1.2.10,1.2.9
SYNCOPE-1002,2.0.2,2.0.2,2.0.1
SYNCOPE-1001,2.0.2,2.0.2,2.0.1
SYNCOPE-999,1.2.10,2.0.2,1.2.9
SYNCOPE-1062,2.0.3,2.0.3,2.0.2
SYNCOPE-1060,2.0.3,2.0.3,2.0.2
SYNCOPE-1057,2.0.3,2.0.3,2.0.3
SYNCOPE-1052,2.0.3,2.0.3,2.0.3,stimato
SYNCOPE-1051,2.0.3,2.0.3,2.0.2
SYNCOPE-1049,2.0.3,2.0.3,2.0.2
SYNCOPE-1048,2.0.3,2.0.3,2.0.2
SYNCOPE-1046,2.0.3,2.0.3,2.0.2
SYNCOPE-1045,2.0.3,2.0.3,2.0.3
SYNCOPE-1044,2.0.3,2.0.3,2.0.2
SYNCOPE-1043,2.0.3,2.0.3,2.0.2
SYNCOPE-1042,2.0.3,2.0.3,2.0.2
SYNCOPE-1040,2.0.3,2.0.3,2.0.2
SYNCOPE-1039,2.0.3,2.0.3,2.0.2
SYNCOPE-1038,2.0.3,2.0.3,2.0.2
SYNCOPE-1037,2.0.3,2.0.3,2.0.2
SYNCOPE-1036,2.0.3,2.0.3,2.0.2
SYNCOPE-1034,2.0.3,2.0.3,2.0.2
SYNCOPE-1033,2.0.3,2.0.3,2.0.2
SYNCOPE-1032,2.0.3,2.0.3,2.0.2
SYNCOPE-1030,2.0.3,2.0.3,2.0.2
SYNCOPE-1027,2.0.3,2.0.3,2.0.2
SYNCOPE-1026,2.0.3,2.0.3,2.0.2
SYNCOPE-1025,2.0.3,2.0.3,2.0.2
SYNCOPE-1023,2.0.3,2.0.3,2.0.2
SYNCOPE-1022,2.0.3,2.0.3,2.0.2
SYNCOPE-1016,2.0.3,2.0.3,2.0.2
SYNCOPE-1014,2.0.3,2.0.3,2.0.2
SYNCOPE-1013,2.0.3,2.0.3,2.0.2
SYNCOPE-1012,2.0.3,2.0.3,2.0.2
SYNCOPE-1010,2.0.3,2.0.3,2.0.2
SYNCOPE-1008,2.0.3,2.0.3,2.0.2
SYNCOPE-1007,2.0.3,2.0.3,2.0.2
SYNCOPE-1004,2.0.3,2.0.3,2.0.2
SYNCOPE-1003,2.0.3,2.0.3,2.0.2
SYNCOPE-1135,2.0.4,2.0.4,2.0.3
SYNCOPE-1134,2.0.4,2.0.4,2.0.3
SYNCOPE-1133,2.0.4,2.0.4,2.0.3
SYNCOPE-1131,2.0.4,2.0.4,2.0.3
SYNCOPE-1130,2.0.4,2.0.4,2.0.3
SYNCOPE-1128,2.0.4,2.0.4,1.1.8
SYNCOPE-1125,2.0.4,2.0.4,2.0.3
SYNCOPE-1123,2.0.4,2.0.4,2.0.3
SYNCOPE-1121,2.0.4,2.0.4,2.0.3
SYNCOPE-1114,2.0.4,2.0.4,2.0.3
SYNCOPE-1112,2.0.4,2.0.4,2.0.3
SYNCOPE-1111,2.0.4,2.0.4,2.0.3
SYNCOPE-1110,2.0.4,2.0.4,2.0.3
SYNCOPE-1109,2.0.4,2.0.4,2.0.3
SYNCOPE-1108,2.0.4,2.0.4,2.0.3
SYNCOPE-1107,2.0.4,2.0.4,2.0.3
SYNCOPE-1104,2.0.4,2.0.4,2.0.3
SYNCOPE-1101,2.0.4,2.0.4,2.0.4
SYNCOPE-1099,2.0.4,2.0.4,2.0.3
SYNCOPE-1098,2.0.4,2.0.4,2.0.3
SYNCOPE-1094,2.0.4,2.0.4,2.0.3
SYNCOPE-1091,2.0.4,2.0.4,2.0.3
SYNCOPE-1090,2.0.4,2.0.4,2.0.3
SYNCOPE-1089,2.0.4,2.0.4,2.0.3
SYNCOPE-1085,2.0.4,2.0.4,2.0.3
SYNCOPE-1082,2.0.4,2.0.4,2.0.3
SYNCOPE-1081,2.0.4,2.0.4,2.0.4
SYNCOPE-1079,2.0.4,2.0.4,2.0.3
SYNCOPE-1078,2.0.4,2.0.4,2.0.4
SYNCOPE-1076,2.0.4,2.0.4,2.0.3
SYNCOPE-1075,2.0.4,2.0.4,2.0.3
SYNCOPE-1071,2.0.4,2.0.4,2.0.3
SYNCOPE-1070,2.0.4,2.0.4,1.2.10
SYNCOPE-1069,2.0.4,2.0.4,2.0.4,stimato
SYNCOPE-1066,2.0.3,2.0.4,2.0.2
SYNCOPE-1203,2.0.5,2.0.5,2.0.5
SYNCOPE-1199,2.0.5,2.0.5,2.0.2
SYNCOPE-1193,2.0.5,2.0.5,2.0.4
SYNCOPE-1189,2.0.5,2.0.5,2.0.4
SYNCOPE-1188,2.0.5,2.0.5,2.0.4
SYNCOPE-1180,2.0.5,2.0.5,2.0.4
SYNCOPE-1179,2.0.5,2.0.5,2.0.4
SYNCOPE-1178,2.0.5,2.0.5,2.0.5,stimato
SYNCOPE-1175,2.0.5,2.0.5,2.0.4
SYNCOPE-1174,2.0.5,2.0.5,2.0.4
SYNCOPE-1170,2.0.5,2.0.5,2.0.5,stimato
SYNCOPE-1168,2.0.5,2.0.5,2.0.5,stimato
SYNCOPE-1166,2.0.5,2.0.5,2.0.4
SYNCOPE-1163,2.0.5,2.0.5,2.0.4
SYNCOPE-1162,2.0.5,2.0.5,2.0.4
SYNCOPE-1158,2.0.5,2.0.5,2.0.4
SYNCOPE-1151,2.0.5,2.0.5,2.0.4
SYNCOPE-1150,2.0.5,2.0.5,2.0.4
SYNCOPE-1149,2.0.5,2.0.5,2.0.4
SYNCOPE-1141,2.0.5,2.0.5,2.0.4
SYNCOPE-1140,2.0.5,2.0.5,2.0.4
SYNCOPE-1139,2.0.5,2.0.5,2.0.4
SYNCOPE-1217,2.0.6,2.0.6,2.0.5
SYNCOPE-1216,2.0.6,2.0.6,2.0.6,stimato
SYNCOPE-1215,2.0.6,2.0.6,2.0.5
SYNCOPE-1214,2.0.6,2.0.6,2.0.5
SYNCOPE-1213,2.0.6,2.0.6,2.0.5
SYNCOPE-1211,2.0.6,2.0.6,2.0.0
SYNCOPE-1210,2.0.6,2.0.6,1.2.10
SYNCOPE-1207,2.0.6,2.0.6,2.0.5
SYNCOPE-1206,2.0.6,2.0.6,2.0.5
SYNCOPE-1205,2.0.6,2.0.6,2.0.5
SYNCOPE-1253,2.0.7,2.0.7,2.0.6
SYNCOPE-1252,2.0.7,2.0.7,2.0.6
SYNCOPE-1251,2.0.7,2.0.7,2.0.6
SYNCOPE-1250,2.0.7,2.0.7,2.0.6
SYNCOPE-1248,2.0.7,2.0.7,2.0.6
SYNCOPE-1247,2.0.7,2.0.7,2.0.6
SYNCOPE-1246,2.0.7,2.0.7,2.0.6
SYNCOPE-1244,2.0.7,2.0.7,2.0.2
SYNCOPE-1241,2.0.7,2.0.7,2.0.6
SYNCOPE-1239,2.0.7,2.0.7,2.0.6
SYNCOPE-1236,2.0.7,2.0.7,2.0.6
SYNCOPE-1233,2.0.7,2.0.7,2.0.6
SYNCOPE-1232,2.0.7,2.0.7,2.0.6
SYNCOPE-1231,2.0.7,2.0.7,2.0.6
SYNCOPE-1230,2.0.7,2.0.7,2.0.6
SYNCOPE-1229,2.0.7,2.0.7,2.0.6
SYNCOPE-1227,2.0.7,2.0.7,2.0.6
SYNCOPE-1226,2.0.7,2.0.7,2.0.6
SYNCOPE-1224,2.0.7,2.0.7,2.0.6
SYNCOPE-1223,2.0.7,2.0.7,2.0.6
SYNCOPE-1222,2.0.7,2.0.7,2.0.6
SYNCOPE-1190,2.0.5,2.0.7,2.0.4
SYNCOPE-1276,2.0.8,2.0.8,2.0.7
SYNCOPE-1275,2.0.8,2.0.8,2.0.7
SYNCOPE-1272,2.0.8,2.0.8,2.0.7
SYNCOPE-1269,2.0.8,2.0.8,2.0.7
SYNCOPE-1266,2.0.8,2.0.8,2.0.7
SYNCOPE-1265,2.0.8,2.0.8,2.0.7
SYNCOPE-1263,2.0.8,2.0.8,2.0.7
SYNCOPE-1261,2.0.8,2.0.8,2.0.7
SYNCOPE-1257,2.0.8,2.0.8,2.0.7
SYNCOPE-1235,2.0.7,2.0.8,2.0.6
SYNCOPE-1326,2.0.9,2.0.9,2.0.8
SYNCOPE-1321,2.0.9,2.0.9,2.0.8
SYNCOPE-1320,2.0.9,2.0.9,2.0.8
SYNCOPE-1319,2.0.9,2.0.9,2.0.8
SYNCOPE-1318,2.0.9,2.0.9,2.0.8
SYNCOPE-1315,2.0.9,2.0.9,2.0.8
SYNCOPE-1314,2.0.9,2.0.9,2.0.8
SYNCOPE-1312,2.0.9,2.0.9,2.0.8
SYNCOPE-1309,2.0.9,2.0.9,2.0.8
SYNCOPE-1308,2.0.9,2.0.9,2.0.8
SYNCOPE-1307,2.0.9,2.0.9,2.0.8
SYNCOPE-1306,2.0.9,2.0.9,2.0.8
SYNCOPE-1304,2.0.9,2.0.9,2.0.8
SYNCOPE-1303,2.0.9,2.0.9,2.0.9,stimato
SYNCOPE-1301,2.0.9,2.0.9,2.0.8
SYNCOPE-1298,2.0.9,2.0.9,2.0.8
SYNCOPE-1297,2.0.9,2.0.9,2.0.8
SYNCOPE-1296,2.0.9,2.0.9,2.0.9,stimato
SYNCOPE-1294,2.0.9,2.0.9,2.0.8
SYNCOPE-1293,2.0.9,2.0.9,2.0.9,stimato
SYNCOPE-1291,2.0.9,2.0.9,2.0.8
SYNCOPE-1288,2.0.9,2.0.9,2.0.9,stimato
SYNCOPE-1285,2.0.9,2.0.9,2.0.8
SYNCOPE-1282,2.0.9,2.0.9,2.0.8
SYNCOPE-1254,2.0.7,2.0.9,2.0.7
SYNCOPE-1330,2.1.0,2.1.0,2.1.0,stimato
SYNCOPE-1358,2.1.1,2.1.1,2.0.9
SYNCOPE-1357,2.1.1,2.1.1,2.0.9
SYNCOPE-1356,2.1.1,2.1.1,2.0.9
SYNCOPE-1354,2.1.1,2.1.1,2.0.9
SYNCOPE-1353,2.1.1,2.1.1,2.0.9
SYNCOPE-1352,2.1.1,2.1.1,2.0.9
SYNCOPE-1350,2.1.1,2.1.1,2.0.9
SYNCOPE-1347,2.1.1,2.1.1,2.0.9
SYNCOPE-1346,2.1.1,2.1.1,2.0.9
SYNCOPE-1344,2.1.1,2.1.1,2.1.1,stimato
SYNCOPE-1343,2.1.1,2.1.1,2.0.9
SYNCOPE-1342,2.1.1,2.1.1,2.1.0
SYNCOPE-1340,2.1.1,2.1.1,2.0.9
SYNCOPE-1339,2.1.1,2.1.1,2.0.9
SYNCOPE-1338,2.1.1,2.1.1,2.0.9
SYNCOPE-1337,2.1.1,2.1.1,2.0.9
SYNCOPE-1335,2.1.1,2.1.1,2.1.0
SYNCOPE-1334,2.1.1,2.1.1,2.1.0
SYNCOPE-1333,2.1.1,2.1.1,2.0.9
SYNCOPE-1331,2.1.1,2.1.1,2.1.0
SYNCOPE-1024,2.0.3,2.1.1,2.0.2
SYNCOPE-1389,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1388,2.1.2,2.1.2,2.0.8
SYNCOPE-1387,2.1.2,2.1.2,2.0.8
SYNCOPE-1383,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1380,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1377,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1376,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1375,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1374,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1373,2.1.2,2.1.2,2.1.0
SYNCOPE-1372,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1371,2.1.2,2.1.2,2.1.1
SYNCOPE-1370,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1366,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1365,2.1.2,2.1.2,2.1.1
SYNCOPE-1363,2.1.2,2.1.2,2.1.1
SYNCOPE-1362,2.1.2,2.1.2,2.1.1
SYNCOPE-1361,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1360,2.1.2,2.1.2,2.1.2,stimato
SYNCOPE-1420,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1419,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1417,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1411,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1408,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1407,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1406,2.1.3,2.1.3,2.1.2
SYNCOPE-1405,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1404,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1399,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1393,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1391,2.1.3,2.1.3,2.1.3,stimato
SYNCOPE-1390,2.1.2,2.1.3,2.1.1,stimato
SYNCOPE-1457,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1454,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1453,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1452,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1450,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1448,2.1.4,2.1.4,2.1.3
SYNCOPE-1447,2.1.4,2.1.4,2.1.3
SYNCOPE-1446,2.1.4,2.1.4,2.1.3
SYNCOPE-1443,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1442,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1440,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1439,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1438,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1437,2.1.4,2.1.4,2.1.3
SYNCOPE-1432,2.1.4,2.1.4,2.1.3
SYNCOPE-1431,2.1.4,2.1.4,2.1.3
SYNCOPE-1430,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1429,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1428,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1425,2.1.4,2.1.4,2.1.4,stimato
SYNCOPE-1493,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1492,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1488,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1487,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1485,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1484,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1483,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1481,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1480,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1478,2.1.5,2.1.5,2.1.4
SYNCOPE-1477,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1474,2.1.5,2.1.5,2.1.4
SYNCOPE-1472,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1470,2.1.5,2.1.5,2.1.4
SYNCOPE-1469,2.1.5,2.1.5,2.1.4
SYNCOPE-1467,2.1.5,2.1.5,2.1.5,stimato
SYNCOPE-1554,2.1.6,2.1.6,2.1.5
SYNCOPE-1546,2.1.6,2.1.6,2.1.6,stimato
SYNCOPE-1544,2.1.6,2.1.6,2.1.5
SYNCOPE-1542,2.1.6,2.1.6,2.1.5
SYNCOPE-1539,2.1.6,2.1.6,2.1.6,stimato
SYNCOPE-1538,2.1.6,2.1.6,2.1.5
SYNCOPE-1537,2.1.6,2.1.6,2.1.5
SYNCOPE-1536,2.1.6,2.1.6,2.1.5
SYNCOPE-1533,2.1.6,2.1.6,2.1.5
SYNCOPE-1526,2.1.6,2.1.6,2.1.6,stimato
SYNCOPE-1525,2.1.6,2.1.6,2.1.6,stimato
SYNCOPE-1520,2.1.6,2.1.6,2.1.5
SYNCOPE-1512,2.1.6,2.1.6,2.1.5
SYNCOPE-1505,2.1.6,2.1.6,2.1.6,stimato
SYNCOPE-1504,2.1.6,2.1.6,2.1.5
SYNCOPE-1503,2.1.6,2.1.6,2.1.5
SYNCOPE-1476,2.1.5,2.1.6,2.1.4,stimato
SYNCOPE-1461,2.1.4,2.1.6,2.1.4
